OBJECTID_1,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID,AREA_SQM,FEAT_LEN,Shape__Area,Shape__Length,OBJECTID_1 1,SHAPE_1 1,Shape__Area 1,Shape__Length 1,Year,Month,Near AveTemp,Near MaxTemp,Near MinTemp,NearDist Temp,Near totalPrecip,Near HighPrecipDays,NearDist Precip,Interpolate Temp aveMax,Interpolate Temp aveMin,Interpolate Precip aveMax,Interpolate Precip aveMin,Interpolate AveTemp,Interpolate AvePrecip
68,C20902,2017081301.00000000,2017,Lightning,2017-C20902,3.00000000,20170813,20170813,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374024.00000000,30272.75120000,712.84480000,81301.48437500,1167.76910524,21255,0,81301.48438000,1167.76910500,2017,July,13.40000000,31.50000000,-3.00000000,29.46725211,2.40000000,1,29.46725211,16.24650489,14.96469454,12.57891354,6.62470948,15.60559971,9.60181151
69,K52007,2017090101.00000000,2017,Person,2017-K52007,4.00000000,20170901,20171011,20170901,Non-corrected ground GPS,JA70003000,0.00000000,1373865.00000000,40513.05490000,762.37180000,95922.67187500,1173.64642315,21206,0,95922.67188000,1173.64642300,2017,September,16.20000000,32.80000000,2.90000000,4.23263232,9.60000000,3,4.23263232,16.66220579,15.76423256,12.83078832,7.86459525,16.21321917,10.347691785
70,V32222,2017100401.00000000,2017,Person,2017-V32222,1.80000000,20171004,20171013,20171002,Non-corrected ground GPS,JA70003000,0.00000000,1373741.00000000,18130.07620000,750.78380000,44468.00781250,1175.98654102,21612,0,44468.00781000,1175.98654100,2017,October,9.20000000,16.50000000,0.50000000,3.03530106,16.80000000,7,3.03530106,8.49355286,7.58206268,114.75467800,83.76860887,8.03780777,99.261643435
71,V60406,2017062601.00000000,2017,Person,2017-V60406,1.70000000,20170626,20171016,20170626,Non-corrected ground GPS,JA70003000,0.00000000,1373738.00000000,17972.72920000,780.35130000,41209.12500000,1181.37347456,21609,0,41209.12500000,1181.37347500,2017,June,15.70000000,34.50000000,3.00000000,15.30606386,46.80000000,5,15.30606386,15.20020606,15.02395326,48.95336276,35.43425686,15.11207966,42.19380981
72,K30420,2017081601.00000000,2017,Lightning,2017-K30420,2.00000000,20170816,20170818,20170620,Non-corrected ground GPS,JA70003000,0.00000000,1373889.00000000,20653.82410000,748.62340000,51937.83593750,1187.02481433,21005,0,51937.83594000,1187.02481400,2017,June,17.40000000,34.40000000,5.80000000,29.18394607,12.40000000,3,29.18394607,15.55498307,15.20020606,21.88697034,13.51910589,15.37759456,17.703038115
73,C11198,2017071901.00000000,2017,Lightning,2017-C11198,1.90000000,20170719,20170922,20170719,Unknown,JA70003000,0.00000000,1374038.00000000,19329.48390000,725.81360000,52671.64843750,1197.85118088,20994,0,52671.64844000,1197.85118100,2017,July,15.10000000,32.00000000,-0.40000000,80.59706969,12.30000000,1,80.59706969,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
74,K51839,2017082201.00000000,2017,Person,2017-K51839,2.20000000,20170822,20171010,20170822,Non-corrected ground GPS,JA70003000,0.00000000,1373867.00000000,22086.48600000,775.66360000,53101.41406250,1202.07474300,21208,0,53101.41406000,1202.07474300,2017,August,22.20000000,35.80000000,7.70000000,9.42071325,0.20000000,0,9.42071325,22.64371677,21.37998338,1.74802951,0.61955060,22.01185007,1.183790055
75,N71685,2017081301.00000000,2017,Lightning,2017-N71685,1.80000000,20170813,20170824,20170812,Unknown,JA70003000,0.00000000,1373772.00000000,18418.78790000,783.39090000,43374.40625000,1202.41632404,21560,0,43374.40625000,1202.41632400,2017,August,21.90000000,35.00000000,9.00000000,30.38136921,8.00000000,1,30.38136921,21.37998338,20.38574896,7.54741653,3.80349464,20.88286617,5.675455585
76,V62313,2017110901.00000000,2017,Person,2017-V62313,1.10000000,20171109,20171212,20171024,Hand sketch of any type,JA70003000,0.00000000,1373728.00000000,11779.31880000,802.79190000,26952.86718750,1215.01943180,21576,0,26952.86719000,1215.01943200,2017,October,11.00000000,17.10000000,6.50000000,3.52544824,124.40000000,11,3.52544824,10.21870949,9.77484337,353.41784130,237.51791710,9.99677643,295.4678792
77,R10196,2017053001.00000000,2017,Person,2017-R10196,2.50000000,20170530,20171019,20170530,Non-corrected ground GPS,JA70003000,0.00000000,1373765.00000000,25248.55760000,716.25440000,73897.64062500,1225.03232926,21501,0,73897.64063000,1225.03232900,2017,May,13.10000000,31.00000000,0.50000000,13.08300527,73.30000000,10,13.08300527,8.56259750,6.22228123,100.51813920,75.65968838,7.39243936,88.08891379
78,K52221,2017100401.00000000,2017,Person,2017-K52221,4.50000000,20171004,20171011,20171002,Hand sketch of any type,JA70003000,0.00000000,1373859.00000000,45906.82280000,806.20270000,109879.35937500,1247.24843355,21179,0,109879.35940000,1247.24843400,2017,October,5.60000000,19.10000000,-7.90000000,12.19039859,31.20000000,5,12.19039859,8.49355286,7.58206268,30.98606912,0.00000000,8.03780777,15.49303456
79,N41973,2017092701.00000000,2017,Lightning,2017-N41973,4.10000000,20170927,20171031,20170831,Hand sketch of any type,JA70003000,0.00000000,1373808.00000000,41338.04900000,782.73980000,105365.60156250,1249.66802997,21349,0,105365.60160000,1249.66803000,2017,August,18.60000000,29.00000000,7.40000000,39.15764460,4.40000000,2,39.15764460,18.98814407,18.20593630,14.36677385,7.54741653,18.59704018,10.95709519
80,N21227,2017092401.00000000,2017,Lightning,2017-N21227,0.90000000,20170924,20170925,20170710,Non-corrected ground GPS,JA70003000,0.00000000,1373825.00000000,9493.51730000,789.27760000,24084.50000000,1257.11907922,21381,0,24084.50000000,1257.11907900,2017,July,19.60000000,35.00000000,4.50000000,17.37546400,17.00000000,3,17.37546400,19.55349511,18.60373169,12.57891354,6.62470948,19.0786134,9.60181151
81,K50314,2017061301.00000000,2017,Person,2017-K50314,1.90000000,20170613,20171010,20170613,Non-corrected ground GPS,JA70003000,0.00000000,1373875.00000000,19983.92350000,812.67410000,48208.57031250,1262.48269588,21243,0,48208.57031000,1262.48269600,2017,June,17.80000000,34.00000000,6.50000000,7.17073246,10.00000000,3,7.17073246,20.60000000,17.70656452,13.51910589,0.00000000,19.15328226,6.759552945
82,G90268,2017070501.00000000,2017,Lightning,2017-G90268,1.60000000,20170607,20170705,20170606,Ozi,JA70003000,0.00000000,1373922.00000000,16910.76110000,657.79970000,62566.32031250,1265.26095426,21161,0,62566.32031000,1265.26095400,2017,June,14.50000000,29.60000000,2.70000000,18.55622548,143.10000000,17,18.55622548,14.66917625,13.95505014,106.08179630,70.79480453,14.31211319,88.438300415
83,C31425,2017072901.00000000,2017,Person,2017-C31425,1.90000000,20170729,20170729,20170729,Non-corrected ground GPS,JA70003000,0.00000000,1374005.00000000,19235.19360000,782.12200000,51023.21875000,1273.43474806,21189,0,51023.21875000,1273.43474800,2017,July,13.40000000,31.50000000,-3.00000000,5.03211115,2.40000000,1,5.03211115,14.96469454,13.23475030,6.62470948,3.42045875,14.09972242,5.022584115
84,G10881,2017071701.00000000,2017,Lightning,2017-G10881,1.00000000,20170717,20170720,20170708,Non-corrected ground GPS,JA70003000,0.00000000,1373967.00000000,10332.66880000,738.03840000,30796.96093750,1273.60553649,21058,0,30796.96094000,1273.60553600,2017,July,15.20000000,29.80000000,2.90000000,72.32749340,48.80000000,6,72.32749340,16.24650489,14.96469454,44.20290253,23.64313695,15.60559971,33.92301974
85,N71329,2017101801.00000000,2017,Person,2017-N71329,1.70000000,20171018,20171121,20170724,Non-corrected ground GPS,JA70003000,0.00000000,1373777.00000000,17594.40360000,830.60230000,41680.84375000,1279.37683994,21599,0,41680.84375000,1279.37684000,2017,July,22.10000000,35.50000000,9.00000000,31.88931607,9.20000000,1,31.88931607,22.56524970,20.83530546,6.62470948,3.42045875,21.70027758,5.022584115
86,G80176,2017052801.00000000,2017,Person,2017-G80176,2.00000000,20170528,20170628,20170527,Hand sketch of any type,JA70003000,0.00000000,1373931.00000000,20000.71810000,712.39710000,67074.94531250,1304.16304033,21188,0,67074.94531000,1304.16304000,2017,May,12.00000000,28.40000000,-2.50000000,60.15632059,57.40000000,10,60.15632059,11.49686605,10.26234991,100.51813920,75.65968838,10.87960798,88.08891379
87,G10358,2017062401.00000000,2017,Person,2017-G10358,2.90000000,20170624,20170706,20170623,Non-corrected ground GPS,JA70003000,0.00000000,1373977.00000000,29803.49230000,780.21270000,86017.50000000,1325.20455329,21096,0,86017.50000000,1325.20455300,2017,June,15.30000000,30.00000000,3.00000000,31.79901834,39.40000000,7,31.79901834,13.95505014,12.51759481,48.95336276,35.43425686,13.23632247,42.19380981
88,N11605,2017080701.00000000,2017,Person,2017-N11605,2.60000000,20170807,20170918,20170807,Non-corrected ground GPS,JA70003000,0.00000000,1373845.00000000,26212.47900000,871.69200000,61288.54687500,1333.49023064,21110,0,61288.54688000,1333.49023100,2017,August,20.10000000,34.00000000,4.50000000,6.03654653,0.00000000,0,6.03654653,20.38574896,19.60354119,3.80349464,1.74802951,19.99464507,2.775762075
89,G61946,2017090601.00000000,2017,Person,2017-G61946,2.00000000,20170906,20170927,20170829,Hand sketch of any type,JA70003000,0.00000000,1373941.00000000,20785.16340000,738.53840000,67876.46875000,1334.53781492,21247,0,67876.46875000,1334.53781500,2017,August,13.70000000,30.50000000,2.50000000,157.37965060,55.20000000,13,157.37965060,15.94796849,14.34168526,49.41226031,26.78787543,15.14482687,38.10006787
90,N51697,2017081901.00000000,2017,Lightning,2017-N51697,3.10000000,20170819,20170820,20170812,Non-corrected airborne GPS,JA70003000,0.00000000,1373792.00000000,31262.41910000,868.46850000,75729.46093750,1352.11882616,21317,0,75729.46094000,1352.11882600,2017,August,21.20000000,35.00000000,8.00000000,6.55086735,29.40000000,2,6.55086735,21.37998338,20.38574896,49.41226031,26.78787543,20.88286617,38.10006787
91,K30955,2017071501.00000000,2017,Lightning,2017-K30955,1.80000000,20170715,20170829,20170707,Non-corrected ground GPS,JA70003000,0.00000000,1373887.00000000,18727.26640000,841.61210000,48376.66406250,1352.71142570,21003,0,48376.66406000,1352.71142600,2017,July,19.90000000,38.00000000,4.00000000,32.33214640,21.00000000,5,32.33214640,20.83530546,19.55349511,23.64313695,12.57891354,20.19440028,18.111025245
92,V62312,2017110901.00000000,2017,Person,2017-V62312,4.20000000,20171109,20171212,20171024,Hand sketch of any type,JA70003000,0.00000000,1373729.00000000,42697.40920000,898.40860000,97739.02343750,1357.84951494,21577,0,97739.02344000,1357.84951500,2017,October,10.00000000,21.00000000,0.00000000,27.92190592,582.10000000,16,27.92190592,10.21870949,9.77484337,353.41784130,237.51791710,9.99677643,295.4678792
93,N50173,2017053001.00000000,2017,Person,2017-N50173,2.30000000,20170530,20171012,20170522,Non-corrected ground GPS,JA70003000,0.00000000,1373807.00000000,23214.67560000,885.80000000,55198.09375000,1366.08931852,21348,0,55198.09375000,1366.08931900,2017,May,10.80000000,28.00000000,-3.00000000,8.44979873,102.60000000,10,8.44979873,13.51765805,13.04469185,75.65968838,61.16866490,13.28117495,68.41417664
94,K60953,2017071001.00000000,2017,Person,2017-K60953,3.20000000,20170710,20171011,20170709,Non-corrected ground GPS,JA70003000,0.00000000,1373857.00000000,32775.55590000,901.06560000,77121.02343750,1382.35562855,21177,0,77121.02344000,1382.35562900,2017,July,23.70000000,39.50000000,9.50000000,2.82734757,0.40000000,0,2.82734757,24.90000000,22.56524970,0.76812751,0.26874327,23.73262485,0.51843539
95,C11159,2017080201.00000000,2017,Lightning,2017-C11159,1.70000000,20170802,20170803,20170717,Non-corrected ground GPS,JA70003000,0.00000000,1374039.00000000,17487.77600000,842.79660000,48388.07812500,1402.05553996,20995,0,48388.07813000,1402.05554000,2017,July,16.30000000,31.00000000,5.50000000,105.85930380,17.00000000,5,105.85930380,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
96,N72271,2017100701.00000000,2017,Person,2017-N72271,2.60000000,20171007,20171027,20171017,Non-corrected ground GPS,JA70003000,0.00000000,1373767.00000000,26365.70990000,932.98000000,61569.90625000,1426.40381500,21520,0,61569.90625000,1426.40381500,2017,October,10.50000000,21.60000000,2.90000000,17.82833786,196.10000000,11,17.82833786,7.58206268,6.42350234,50.94761922,30.98606912,7.00278251,40.96684417
97,N10508,2017070201.00000000,2017,Lightning,2017-N10508,4.00000000,20170702,20170704,20170701,Non-corrected ground GPS,JA70003000,0.00000000,1373848.00000000,40997.98900000,931.01480000,97499.73437500,1435.76045391,21140,0,97499.73438000,1435.76045400,2017,July,21.80000000,36.30000000,5.80000000,2.40267306,3.00000000,2,2.40267306,22.56524970,20.83530546,3.42045875,1.69609347,21.70027758,2.55827611
98,V31922,2017083101.00000000,2017,Person,2017-V31922,3.40000000,20170831,20170901,20170827,Non-corrected ground GPS,JA70003000,0.00000000,1373742.00000000,34394.50770000,936.66840000,82195.95312500,1447.63003359,21613,0,82195.95313000,1447.63003400,2017,August,19.70000000,33.20000000,8.90000000,15.48595776,3.10000000,1,15.48595776,19.60354119,18.98814407,7.54741653,3.80349464,19.29584263,5.675455585
99,N20587,2017092401.00000000,2017,Lightning,2017-N20587,4.70000000,20170924,20170925,20170701,Non-corrected ground GPS,JA70003000,0.00000000,1373828.00000000,47882.90970000,932.70490000,116491.82031250,1454.82365197,21384,0,116491.82030000,1454.82365200,2017,July,21.70000000,37.00000000,7.50000000,38.39875318,6.00000000,2,38.39875318,20.83530546,19.55349511,6.62470948,3.42045875,20.19440028,5.022584115
100,K20538,2017070801.00000000,2017,Person,2017-K20538,2.30000000,20170708,20170814,20170703,Non-corrected ground GPS,JA70003000,0.00000000,1373898.00000000,23958.90250000,944.41890000,59595.09375000,1489.55971828,21056,0,59595.09375000,1489.55971800,2017,July,23.00000000,38.50000000,8.20000000,2.68264832,3.40000000,1,2.68264832,22.56524970,20.83530546,3.42045875,1.69609347,21.70027758,2.55827611
101,K10848,2017080201.00000000,2017,Lightning,2017-K10848,4.80000000,20170802,20170806,20170707,Non-corrected ground GPS,JA70003000,0.00000000,1373908.00000000,48157.16920000,929.87090000,123976.84375000,1492.02230554,21092,0,123976.84380000,1492.02230600,2017,July,19.70000000,37.00000000,4.00000000,35.66151969,15.00000000,1,35.66151969,20.83530546,19.55349511,23.64313695,12.57891354,20.19440028,18.111025245
102,G71597,2017080801.00000000,2017,Lightning,2017-G71597,2.00000000,20170813,20170813,20170807,Ozi,JA70003000,0.00000000,1373936.00000000,20812.55020000,869.68950000,61819.75000000,1497.85871984,21227,0,61819.75000000,1497.85872000,2017,August,15.90000000,33.70000000,3.00000000,118.36091390,18.70000000,5,118.36091390,17.21170188,15.94796849,26.78787543,14.36677385,16.57983518,20.57732464
103,V12298,2017112101.00000000,2017,Person,2017-V12298,5.30000000,20171121,20171208,20171025,Unknown,JA70003000,0.00000000,1373745.00000000,53995.59660000,982.42290000,127685.67187500,1510.48849790,21294,0,127685.67190000,1510.48849800,2017,October,10.00000000,21.00000000,0.00000000,24.97769203,582.10000000,16,24.97769203,10.21870949,9.77484337,237.51791710,162.85397260,9.99677643,200.18594485
104,C21268,2017072801.00000000,2017,Lightning,2017-C21268,2.00000000,20170728,20170728,20170720,Non-corrected ground GPS,JA70003000,0.00000000,1374021.00000000,20353.12920000,941.12250000,52509.94531250,1511.62603008,21233,0,52509.94531000,1511.62603000,2017,July,14.50000000,28.40000000,-0.80000000,43.96954563,3.30000000,1,43.96954563,17.19626831,16.24650489,6.62470948,3.42045875,16.7213866,5.022584115
105,C41921,2017082701.00000000,2017,Person,2017-C41921,4.00000000,20170827,20170922,20170827,Non-corrected ground GPS,JA70003000,0.00000000,1373993.00000000,40713.20320000,945.18210000,104624.44531250,1515.19734948,21151,0,104624.44530000,1515.19734900,2017,August,14.80000000,30.90000000,-1.50000000,33.16061287,10.50000000,2,33.16061287,18.20593630,17.21170188,14.36677385,7.54741653,17.70881909,10.95709519
106,C20226,2017101301.00000000,2017,Person,2017-C20226,4.10000000,20171013,20171013,20170531,Hand sketch of any type,JA70003000,0.00000000,1374036.00000000,41137.97950000,957.73730000,106282.10156250,1539.52894827,20992,0,106282.10160000,1539.52894800,2017,May,13.40000000,28.00000000,2.00000000,19.83041723,104.20000000,11,19.83041723,11.49686605,10.26234991,24.85845083,0.00000000,10.87960798,12.429225415
107,V30416,2017063001.00000000,2017,Person,2017-V30416,2.50000000,20170630,20170912,20170626,Non-corrected ground GPS,JA70003000,0.00000000,1373743.00000000,25778.65330000,999.36810000,63317.04687500,1566.01277223,21292,0,63317.04688000,1566.01277200,2017,June,17.20000000,35.90000000,4.40000000,13.73935218,20.90000000,5,13.73935218,16.26910919,15.55498307,27.06639241,21.88697034,15.91204613,24.476681375
108,G90202,2017062701.00000000,2017,Lightning,2017-G90202,1.80000000,20170602,20170627,20170530,Ozi,JA70003000,0.00000000,1373927.00000000,18595.49600000,805.03640000,70893.97656250,1572.40343597,21184,0,70893.97656000,1572.40343600,2017,May,12.90000000,29.00000000,-2.50000000,49.71174362,44.40000000,10,49.71174362,12.39348495,11.49686605,61.16866490,52.72124544,11.9451755,56.94495517
109,G50402,2017062801.00000000,2017,Lightning,2017-G50402,3.70000000,20170628,20170705,20170625,Non-corrected ground GPS,JA70003000,0.00000000,1373948.00000000,37189.73720000,932.64050000,108503.60937500,1593.49725135,21268,0,108503.60940000,1593.49725100,2017,June,14.10000000,30.00000000,4.00000000,23.93526087,61.80000000,9,23.93526087,13.95505014,12.51759481,70.79480453,48.95336276,13.23632247,59.874083645
